Gender,Height,Weight
Male,73.84701702,241.8935632
Male,68.78190405,162.3104725
Male,74.11010539,212.7408556
Male,71.7309784,220.0424703
Male,69.88179586,206.3498006
Male,67.25301569,152.2121558
Male,68.78508125,183.9278886
Male,68.34851551,167.9711105
Male,67.01894966,175.9294404
Male,63.45649398,156.3996764
Male,71.19538228,186.6049256
Male,71.64080512,213.7411695
Male,64.76632913,167.1274611
Male,69.2830701,189.4461814
Male,69.24373223,186.434168
Male,67.6456197,172.1869301
Male,72.41831663,196.0285063
Male,63.97432572,172.8834702
Male,69.6400599,185.9839576
Male,67.93600485,182.426648
Male,67.91505019,174.1159291
Male,69.43943987,197.7314216
Male,66.14913196,149.173566
Male,75.20597361,228.7617806
Male,67.89319634,162.0066518
Male,68.1440328,192.3439766
Male,69.08963143,184.4351744
Male,72.80084352,206.8281894
Male,67.42124228,175.2139224
Male,68.49641536,154.3426389
Male,68.61811055,187.5068432
Male,74.03380762,212.9102253
Male,71.52821604,195.0322432
Male,69.1801611,205.1836213
Male,69.57720237,204.1641255
Male,70.40092889,192.9035151
Male,69.07617117,197.4882426
Male,67.19352328,183.8109732
Male,65.80731565,163.8518249
Male,64.30418789,163.1080171
Male,67.97433623,172.1355974
Male,72.18942596,194.0454049
Male,65.27034552,168.6177462
Male,66.09017738,161.1934326
Male,67.51032152,164.6602773
Male,70.10478626,188.9223032
Male,68.25183644,187.0605522
Male,72.17270912,209.0708634
Male,69.17985762,192.0143354
Male,72.87036015,211.3424968
Male,64.78258298,165.6116262
Male,70.18354989,201.0719181
Male,68.49145025,173.4239603
Male,67.33083088,181.4076793
Male,66.99094408,169.7377074
Male,66.4995499,163.3095283
Male,68.35305665,189.7102099
Male,70.77445907,192.1248473
Male,71.21592367,198.1984641
Male,70.01336535,209.5264998
Male,71.40318222,198.7597927
Male,69.55200509,198.0795237
Male,73.81853456,195.2906122
Male,66.99688275,164.943303
Male,71.41846589,179.8639023
Male,65.27930021,155.2504207
Male,68.27419147,184.5193912
Male,72.76536995,220.6780415
Male,68.0993798,183.3126553
Male,68.89670607,196.4513123
Male,69.28950996,184.5956083
Male,70.52322452,207.5328385
Male,69.66372523,177.2009288
Male,67.59526881,163.1080022
Male,72.50812038,216.2182301
Male,71.2529856,204.6554938
Male,71.80918689,200.9205712
Male,72.24516548,220.9017699
Male,66.51262766,196.4498603
Male,66.029034,168.64081
Male,67.57715394,181.432713
Male,68.2465686,198.6586733
Male,73.826127,237.9167359
Male,69.80246436,173.0412559
Male,65.95957778,160.6839166
Male,71.07901758,188.6029191
Male,66.59619654,208.345694
Male,68.95153509,193.4351185
Male,68.24446179,174.1096938
Male,72.31682512,197.3685892
Male,71.81542045,201.6206667
Male,65.23704952,181.0119732
Male,70.64053009,182.122486
Male,64.7319256,177.5492634
Male,67.10355118,164.9745807
Male,65.11748489,165.7171122
Male,71.70123402,193.0941635
Male,66.83287821,180.683887
Male,66.47127526,172.7737229
Male,69.41152622,177.4706162
Male,70.05217747,200.8187373
Male,66.74360465,167.7397753
Male,66.27432912,154.3956248
Male,68.32844799,177.9847286
Male,70.0758882,183.938857
Male,68.73298815,179.2047821
Male,67.55605126,158.5679874
Male,66.25363253,166.5035316
Male,69.18220268,171.9836776
Male,67.60910494,174.3641824
Male,69.29273802,187.7453519
Male,68.19068401,201.4879624
Male,71.6070858,204.9270121
Male,69.19685751,178.6855465
Male,67.26196098,164.0144277
Male,73.6851934,223.2700044
Male,69.53721501,202.9583063
Male,68.31155984,189.3917856
Male,67.73896347,178.1705556
Male,71.7057626,223.2993352
Male,63.6322646,167.0287067
Male,68.72119846,180.468682
Male,66.94934165,164.4391456
Male,62.70698974,149.9696184
Male,72.25840892,192.9102666
Male,70.90865306,201.8839987
Male,67.6098436,179.868026
Male,70.80155896,196.4677247
Male,69.30476905,187.5516495
Male,66.24289834,171.6931597
Male,67.49219298,191.6996048
Male,65.80624829,165.8506478
Male,71.44370566,185.6627413
Male,68.46440582,178.2818007
Male,63.9879246,150.9790513
Male,71.00189769,209.9293234
Male,68.13972419,174.1578043
Male,68.39540025,179.8789771
Male,68.09621975,167.7471412
Male,68.14059036,183.0446604
Male,68.86009031,169.5568208
Male,66.14885254,173.4316727
Male,66.20603205,180.8895546
Male,67.43212021,183.5089329
Male,69.47110603,205.9779102
Male,70.51585969,183.7598452
Male,71.33837604,201.9544955
Male,71.00194477,216.1200947
Male,66.20234771,159.3903237
Male,72.54330705,210.3364247
Male,67.47935176,178.6183502
Male,65.35041056,146.7397976
Male,70.84406242,195.937015
Male,69.93847526,170.1758538
Male,64.73981548,169.6540541
Male,69.30840288,198.3786936
Male,68.83846286,179.9077169
Male,61.93732327,147.2636865
Male,68.59333554,176.9842511
Male,65.21857558,185.4677884
Male,64.33364811,177.4938023
Male,68.7489067,169.8274774
Male,72.4896554,198.5816982
Male,67.23393092,203.3503393
Male,67.26360484,193.2176727
Male,65.11850428,178.1349452
Male,66.26282004,162.7795834
Male,67.70167966,159.2865106
Male,65.53069597,172.114312
Male,69.86896981,201.8370426
Male,68.48187536,170.3523296
Male,72.21396335,205.3897607
Male,68.17953269,169.7877681
Male,71.98120654,200.4373105
Male,66.06513673,178.588954
Male,66.65616417,168.0140297
Male,67.5994242,177.7664258
Male,68.24594409,193.277624
Male,64.80862144,162.3795406
Male,67.49221827,183.3838244
Male,68.18073071,181.0560953
Male,69.5533849,210.871799
Male,66.40224967,165.5684991
Male,66.59215711,196.1484498
Male,71.93588658,202.0464252
Male,68.28704173,170.4136025
Male,69.9554512,201.9480853
Male,71.85112915,193.3869846
Male,65.75549864,179.8556896
Male,67.03185208,156.489935
Male,76.70983486,235.0354188
Male,72.57112137,230.560535
Male,69.7288049,203.895655
Male,72.799224,218.2163966
Male,72.53935407,222.6671779
Male,72.29474338,208.4748659
Male,67.25332482,180.77978
Male,75.94446038,231.9247485
Male,66.31623192,170.5938581
Male,71.15605349,188.2714563
Male,71.19220229,196.0615292
Male,72.19751201,214.6035842
Male,75.14082143,224.1242713
Male,64.41152936,158.5793973
Male,64.73442436,166.5011147
Male,63.41458714,160.1406156
Male,67.84866523,176.1726343
Male,65.93178483,174.4852947
Male,70.96655044,193.9064988
Male,67.58074728,186.9916067
Male,68.58927044,173.5957961
Male,70.32475344,193.3465603
Male,72.39448041,208.436509
Male,70.82085671,206.0329778
Male,65.90330126,172.575231
Male,74.79537502,232.6354028
Male,67.68091903,177.2401455
Male,67.15596277,175.6466902
Male,71.77484122,212.6261023
Male,64.66523194,166.969204
Male,68.12276836,196.4144153
Male,66.78692724,165.4312422
Male,66.80584984,176.5658186
Male,67.8860138,174.6520347
Male,69.17357692,195.2375293
Male,70.22492333,205.6844384
Male,64.85579918,158.3414424
Male,67.82109327,169.0810083
Male,63.44024747,135.6558759
Male,71.84843485,218.1574695
Male,66.72807365,155.8995413
Male,71.96830565,201.5281774
Male,76.02134748,235.9260606
Male,71.47610128,195.3926176
Male,67.36980864,176.6361636
Male,70.55524376,198.4602486
Male,69.86710128,185.71691
Male,67.94757004,177.3477798
Male,74.10455886,215.7597035
Male,69.1678363,187.0224203
Male,66.55722857,171.5878843
Male,66.70160499,172.8398091
Male,67.24606495,168.2802869
Male,69.05138548,163.8204889
Male,70.67274718,190.0234342
Male,65.49899512,156.8699517
Male,65.18722085,172.6064826
Male,67.56814301,169.063983
Male,73.81538569,231.3745081
Male,71.60656421,207.2504768
Male,67.72474924,172.1527722
Male,68.23113195,199.827758
Male,65.92942171,168.0904122
Male,71.54849571,197.8196148
Male,69.16438112,196.892315
Male,68.59765932,180.2217801
Male,71.05751089,189.1340124
Male,63.64405958,158.4227173
Male,71.1824554,208.9226827
Male,66.12867317,187.1411195
Male,65.05737312,157.5824315
Male,68.09137436,181.644445
Male,70.9931439,204.7466782
Male,74.22117488,231.1301898
Male,69.32711818,186.2584296
Male,64.93134219,181.0938696
Male,68.34684231,198.9209797
Male,70.92912508,203.3704632
Male,61.4778092,161.0287521
Male,68.49081272,189.8066818
Male,72.04988987,200.2028285
Male,72.52166703,221.8626503
Male,71.23391139,214.0601482
Male,72.25911519,201.7014216
Male,67.5650399,187.1870936
Male,72.26760699,196.5274669
Male,62.600248,151.7207037
Male,66.23643729,167.2975303
Male,69.65043741,198.843696
Male,69.28592141,178.789548
Male,70.72527874,193.5392521
Male,68.82861496,197.737905
Male,66.01442823,184.4618115
Male,66.41488206,155.1947717
Male,66.61562439,160.9919899
Male,68.03482178,189.0844617
Male,70.50239804,172.9857771
Male,69.15772949,195.8952569
Male,70.79502261,215.7464553
Male,65.19437712,166.7073731
Male,74.78571432,239.4643429
Male,71.06690628,184.2792458
Male,69.33419779,199.9838909
Male,69.89920395,191.4122311
Male,64.42519379,169.1094014
Male,67.8521307,194.7445225
Male,67.54906949,183.2665331
Male,74.76744684,210.3699087
Male,71.41894599,198.0424839
Male,67.12034439,172.6640904
Male,69.85958791,197.0708562
Male,68.43081339,190.50581
Male,67.93348261,184.5554831
Male,68.49534316,179.9298166
Male,65.24414341,159.5032198
Male,70.18535205,197.8845071
Male,71.10413316,217.2696052
Male,68.44757854,187.907426
Male,65.42057682,176.8616842
Male,67.70078811,185.1482021
Male,74.22306306,223.3080403
Male,71.16724587,206.9429818
Male,67.23077189,171.0169406
Male,67.88055919,175.222848
Male,67.37637547,173.3103956
Male,68.76124693,181.1259735
Male,71.7052725,202.6090083
Male,69.38099479,199.85092
Male,73.71652763,223.5147223
Male,69.45337621,219.2617067
Male,70.78628981,211.2160809
Male,71.76846374,200.798983
Male,69.34345396,208.8097753
Male,65.28602551,161.4200817
Male,70.92184441,207.8359446
Male,68.59666269,180.8312378
Male,68.60379643,176.8154762
Male,69.47874412,194.6037685
Male,65.93089621,163.0084317
Male,68.5233453,173.2706572
Male,73.92912413,215.6200354
Male,71.19793782,210.134529
Male,66.55658687,185.0423241
Male,71.74227623,187.9653554
Male,69.74482933,188.1811248
Male,66.75065413,179.5420171
Male,69.69242226,211.718429
Male,70.40351683,197.6921421
Male,69.01973611,186.287992
Male,64.73228716,166.1060724
Male,70.99807444,188.81177
Male,64.45981425,161.3787732
Male,69.74952258,193.4762588
Male,71.52684881,189.2822461
Male,68.32791586,207.7849246
Male,70.76472016,199.3230943
Male,71.41904963,209.8582566
Male,69.39047409,180.1754728
Male,72.00173222,196.2144145
Male,69.19147497,189.4388404
Male,66.16636328,165.5146074
Male,67.272143,182.3943347
Male,70.9158354,189.5576375
Male,69.11988779,189.6259141
Male,67.40902587,170.1913254
Male,72.93864904,216.0974547
Male,70.4909287,177.0677744
Male,69.00825946,196.0511888
Male,66.76210992,167.7004962
Male,69.12066373,179.6078701
Male,73.12626719,220.6614051
Male,67.4868239,164.2952413
Male,64.95507833,156.5447863
Male,67.78248907,183.681029
Male,67.6623988,170.3054935
Male,66.47639701,168.6272639
Male,72.9870702,209.6379745
Male,69.56323228,195.346027
Male,71.00356014,194.3226014
Male,69.91563736,219.3679167
Male,71.69714179,205.1617483
Male,67.64994086,178.8826337
Male,68.29555456,181.7249315
Male,68.68725567,203.5603338
Male,68.91577165,165.1558987
Male,68.96087967,197.9314296
Male,67.2472352,173.284033
Male,68.91586364,183.9477889
Male,65.8385445,139.5340469
Male,64.67107555,160.1885313
Male,66.29589772,163.6040022
Male,67.09758575,193.9551074
Male,66.99828973,189.8933425
Male,70.9619709,184.223932
Male,68.4208722,190.7955422
Male,67.65252759,188.2006794
Male,75.62019316,226.2077799
Male,70.54924202,197.8793731
Male,68.89083891,190.5134869
Male,68.28453192,176.2465834
Male,64.99507826,177.7270945
Male,65.57577154,173.6915922
