"","x","y"
"1",106.931491848081,115.465695702297
"2",176.688997540623,89.4610886919047
"3",178.392770211212,100.583267834048
"4",185.154799302109,85.0230273241786
"5",164.300369052216,105.26043933577
"6",116.671950579621,98.4645192479989
"7",113.506160583347,105.239212829894
"8",133.5275382502,98.9337276306871
"9",142.403949634172,107.513474534082
"10",185.593816894107,93.9540186989565
"11",102.358735678717,125.252937974684
"12",191.206213040277,93.6041579679334
"13",136.488742916845,84.6848073524546
"14",160.475531220436,87.467635125023
"15",172.001884318888,107.45919672486
"16",107.173289870843,94.2417627323741
"17",157.161718048155,107.909338431073
"18",173.987600649707,99.9552615056245
"19",110.695852269419,99.4977641229159
"20",150.781116983853,93.0382395268068
"21",164.061924465932,84.155792663024
"22",152.858925424516,93.838906114189
"23",144.40623242408,111.223321977767
"24",191.671377886087,94.0537384231717
"25",152.359179151244,80.0923898101401
"26",166.886043827981,90.9369730847875
"27",154.758579377085,107.115534621691
"28",139.504207507707,106.776758451904
"29",151.450624573044,103.859452578262
"30",117.869370244443,105.700547873936
"31",136.070204200223,106.534354336013
"32",197.991384100169,94.2150558308467
"33",178.57898354996,92.999052504209
"34",108.271370851435,93.7414525640473
"35",187.235673866235,106.436455576436
"36",104.575258027762,90.4772914389562
"37",113.956914003938,111.952478279468
"38",108.715268061496,104.602352394077
"39",159.696106356569,96.5956985099104
"40",157.253373740241,93.9606761356519
"41",192.339901789092,99.7104893912404
"42",196.966175734997,104.927874358534
"43",110.443709697574,115.051291428195
"44",123.814728367142,87.6916428418206
"45",182.069294736721,96.5407170960346
"46",100.140868010931,97.816371745707
"47",130.255626142025,87.0133277517506
"48",123.308688611723,99.4956454390391
"49",168.639999139123,92.215410338182
"50",183.935017208569,89.31634262277
"51",127.580350800417,113.00155896987
"52",175.36181313917,86.1633503207781
"53",152.612465946004,87.3571378806585
"54",108.427264960483,98.3613709912573
"55",180.03081146162,111.643559393807
"56",183.094315975904,95.3031189783123
"57",175.42062192224,112.466722775427
"58",158.69655450806,100.928897607536
"59",196.042843768373,112.434392733341
"60",171.434539463371,109.833322227651
"61",177.847016742453,96.2082387381812
"62",190.790584427305,102.744976130684
"63",150.381557364017,102.55075300555
"64",143.008663132787,99.8846652142639
"65",117.044373601675,108.075199205801
"66",129.206101829186,93.6801319040423
"67",175.426260381937,125.107677496544
"68",196.711121872067,99.2008205839112
"69",140.485022170469,96.4071327990677
"70",192.96740766149,114.968520921249
"71",106.508764671162,100.970323091303
"72",123.232500930317,81.6363786927856
"73",125.263249641284,103.541897653506
"74",179.909373144619,100.932678825499
"75",137.430925481021,113.134047078804
"76",181.384808733128,109.527299520241
"77",154.784450097941,103.473166937386
"78",192.282292433083,113.796785359078
"79",153.585900808685,112.935275612019
"80",127.128560491838,91.8917127488728
"81",128.972693765536,102.180991263232
"82",155.092553165741,94.800545393784
"83",111.31188061554,91.5686521569602
"84",186.05714996811,90.2887199100083
"85",183.730536350049,100.912450319754
"86",195.649487664923,92.1000597162787
"87",108.577383984812,96.4397397704915
"88",140.283443080261,100.5088794125
"89",197.740600118414,104.169332109198
"90",189.600795297883,99.3113375910175
"91",147.441177559085,101.350652479009
"92",155.723085533828,100.71494072877
"93",172.650243923999,108.76588395342
"94",142.751898709685,90.4112222162128
"95",129.245532094501,93.2077314598334
"96",122.015159600414,99.3667752035208
"97",184.102412359789,93.8470915604871
"98",100.802177516744,104.261799294692
"99",167.459402396344,103.200047474226
"100",178.362136497162,128.752396594232
"101",196.908677695319,90.8764382146493
"102",186.30302879028,100.432354329839
"103",135.100359120406,98.1325796453657
"104",106.098250416107,95.8715298995759
"105",190.101938392036,90.391733902856
"106",113.465302973054,106.473076646885
"107",186.127867479809,113.411988921679
"108",169.893184490502,109.835929805234
"109",164.813133818097,105.27043736151
"110",195.919093140401,84.6772011983703
"111",178.712692600675,89.1675068658244
"112",146.082556806505,97.8898642089728
"113",139.040017244406,101.909811047612
"114",194.719923823141,109.590372881645
"115",133.045683382079,96.5798272691999
"116",122.29409229476,109.488602305495
"117",109.489108249545,111.548894416718
"118",102.127146464773,95.8218552795089
"119",139.336597290821,93.2693295260146
"120",102.109907264821,105.008727296005
"121",129.337962158024,95.0704139858839
"122",173.973020701669,104.355426738056
"123",182.575967046432,112.209094273
"124",162.874374166131,104.15296728771
"125",189.140507532284,92.2823832531823
"126",173.284144396894,94.7415006388262
"127",141.412907699123,91.2989555574454
"128",154.568268056028,118.101483216918
"129",199.932815087959,91.0170641537846
"130",183.208662690595,107.939163445485
"131",115.674657723866,109.020670141268
"132",115.762406331487,99.3783674108282
"133",162.521513528191,101.205670653256
"134",180.674363812432,89.7744368069727
"135",132.427500840276,109.32541561388
"136",165.362284961157,90.051413524634
"137",111.296163103543,82.2001000138193
"138",112.37384614069,89.1770002149108
"139",158.157201856375,88.8939304360716
"140",188.260774081573,117.681882861261
"141",130.767476931214,89.0196083399292
"142",144.966601044871,109.693226369966
"143",117.012451565824,109.067027372547
"144",186.724141566083,108.353046929488
"145",175.753332162276,108.368841986442
